"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"Nukufetau"	NA	"نوكوفيتاو"	"নুকুফেতাউ"	"Nukufetau"	"Nukufetau"	"Nukufetau"	"Nukufetau"	"Νουκουφέταου"	"नुकुफेतौ"	"Nukufetau"	"Nukufetau"	"Nukufetau"	"ヌクフェタウ環礁"	"누쿠페타우"	"Nukufetau"	"Nukufetau"	"Nukufetau"	"атолл Нукуфетау"	"Nukufetau"	"Nukufetau"	"Đảo Nukufetau"	"努库费陶"	"نوکوفتائو"	"האי נוקופטאו"	"Нукуфетау"	"نوکوفیٹاؤ"	"努庫費陶環礁"	-8.06845703124998	178.370703125	-8.03183593749998	178.38974609375
"Butaritari"	NA	"بوتاريتاري"	"বুতারিতারি"	"Butaritari"	"Butaritari"	"Butaritari"	"Butaritari"	"Μπουταριτάρι"	"बुटारीतरी"	"Butaritari"	"Butaritari"	"Butaritari"	"ブタリタリ"	"부타리타리"	"Butaritari"	"Butaritari"	"Butaritari"	"Бутаритари"	"Butaritari"	"Butaritari"	"Đảo Butaritari"	"布塔里塔里環礁"	"بوتاری تاری"	"בוטאריטארי"	"Бутарітарі"	"بوٹاریتاری"	"布塔里塔里環礁"	3.02020941925049	172.771420017331	3.07218659168309	172.869095356487
"Mussau"	NA	"جزيرة مساه"	"মুসাউ"	"Mussau"	"Mussau Island"	"Isla Mussau"	"Mussau"	"Μουσάου"	"मुसाऊ"	"Mussau"	"Mussau"	"Mussau"	"ムサウ島"	"무소"	"Mussau"	"Mussau"	"Mussau"	"Муссау"	"Mussau"	"Mussau"	"Đảo Mussau"	"穆紹島"	"موسائو"	"מוטה"	"Муссау"	"موساؤ"	"穆紹島"	-1.58850361573634	149.5458984375	-1.35322265624995	149.7654296875
"Karkar"	NA	"كركر"	"কারকার"	"Karkar"	"Karkar"	"Karkar"	"Dchar Karkar"	"Καρκάρ"	"करकर"	"Karkar"	"Karkar"	"Karkar"	"カルカル島"	"카르카르"	"Karkar"	"Karkar"	"Karkar"	"остров Какркар"	"Karkar"	"Karkar"	"Đảo Karkar"	"卡尔卡尔岛"	"کارکار"	"האי קרקאר"	"Каркар"	"کارکار"	"卡爾卡爾島"	-4.75576171875002	145.88359375	-4.53925781249995	146.05341796875
"Nendö"	NA	"نيندو"	"নেন্দো"	"Nendo"	"Nendo Island"	"Nendö"	"Nendo"	"Νέντο"	"नेंडो"	"Nendö"	"Nendö"	"Nendo"	"ネンドー島"	"넨도"	"Nendö"	"Nendö"	"Nendö"	"Нендо"	"Nendo"	"Nendö"	"Đảo Nendö"	"恩德島"	"نندو"	"האי ננדו"	"Нендо"	"نیندو"	"恩德島"	-10.8511268175541	165.7904296875	-10.6627463206269	166.162109375
"Rennell"	NA	"رينيل"	"রেনেল"	"Rennell"	"Rennell Island"	"Isla de Rennell"	"Rennell"	"Ρένελ"	"रेनेल"	"Rennell"	"Pulau Rennell"	"Rennell"	"レンネル島"	"렌넬섬"	"Rennell"	"Rennell"	"Rennell"	"Реннелл"	"Rennellön"	"Rennell"	"Đảo Rennell"	"拉納爾島"	"جزیره رنل"	"האי רנל"	"Реннелл"	"رینل جزیرہ"	"拉納爾島"	-11.8321647161534	159.979296875	-11.47197265625	160.576157916527
"Île de Pins"	NA	"جزيرة باينز"	"ইলে দে পিন্স"	"Pinieninsel"	"Isle of Pines"	"Isla de Los Pinos"	"île des Pins"	"Ίλ ντε Πεν"	"इले द पिंस"	"Île des Pins"	"Pulau Pines"	"Isola dei Pini"	"イル・デ・パン"	"일 드 핀스"	"Île des Pins"	"Île des Pins"	"Île des Pins"	"Пен"	"Île des Pins"	"Pins Adası"	"Đảo Pins"	"松岛"	"جزیره د پین"	"איל דה פן"	"Л’Іль Де Пен"	"آئی ڈی پنز"	"賓島"	-22.6610908480452	167.423631535001	-22.54140625	167.54443359375
"Ambrym"	NA	"أمبريم"	"আম্ব্রিম"	"Ambrym"	"Ambrym"	"Ambrym"	"Ambrym"	"Άμπριν"	"एम्ब्रीम"	"Ambrym"	"Ambrym"	"Ambrym"	"アンブリム島"	"암브림섬"	"Ambrym"	"Ambrim"	"Ambrym"	"Амбрим"	"Ambrym"	"Ambrym"	"Ambrym"	"安布里姆島"	"امبریم"	"האי אמברים"	"Амбрим"	"ایمبرم"	"安布里姆島"	-16.3466871610526	167.92900390625	-16.0816406249999	168.29794921875
"Erromango"	NA	"إرومانغو"	"এররোম্যাঙ্গো"	"Erromango"	"Erromango"	"Erromango"	"Erromango"	"Ερομάνγκο"	"एरोमैंगो"	"Erromango"	"Erromango"	"Erromango"	"エロマンガ島"	"에로망고섬"	"Erromango"	"Erromango"	"Erromango"	"Эроманга"	"Erromango"	"Erromango"	"Erromango"	"埃羅芒阿島"	"ارومانگو"	"האי ארומנגו"	"Ерроманго"	"ایرومانگو"	"埃羅芒阿島"	-18.9877859202149	168.9869140625	-18.61748046875	169.334250211533
"Vanua Lava"	NA	"فانوا لافا"	"ভানুয়া লাভা"	"Vanua Lava"	"Vanua Lava"	"Vanua Lava"	"Vanua Lava"	"Βανουά Λάβα"	"वनुआ लावा"	"Vanua Lava"	"Vanua Lava"	"Vanua Lava"	"バヌア・ラバ島"	"바누아 라바"	"Vanua Lava"	"Vanua Lava"	"Vanua Lava"	"Вануа-Лава"	"Vanua Lava"	"Vanua Lava"	"Đảo Vanua Lava"	"瓦努阿拉瓦島"	"وانوا لاوا"	"האי ואנואה לבה"	"Вануа-Лава"	"وانوا لاوا"	"瓦努阿拉瓦島"	-13.9170898437499	167.391796875	-13.70947265625	167.553196806975
"I. Guadalupe"	NA	"جزيرة غوادالوبي"	"আই. গুয়াদালুপে"	"Guadalupe"	"Guadalupe Island"	"Isla Guadalupe"	"île Guadalupe"	"Νήσος Γουαδαλούπη"	"द्वीप ग्वाडालूपे"	"Guadalupe-sziget"	"Pulau Guadalupe"	"Guadalupe"	"グアダルーペ島"	"과달루페섬"	"Isla Guadalupe"	"Guadalupe"	"Ilha de Guadalupe"	"Гуадалупе"	"Guadalupeön"	"I. Guadalupe"	"Đảo Guadalupe"	"瓜達盧普島"	"جزیره گوادلوپ"	"גואדלופה"	"Гвадалупе"	"I. گواڈالوپے"	"瓜達盧普島"	28.9037597656251	-118.4013671875	29.18759765625	-118.2427734375
"Fatu Hiva"	NA	"فاتو هيفا"	"ফাতু হিভা"	"Fatu Hiva"	"Fatu Hiva"	"Fatu Hiva"	"Fatu Hiva"	"Φατού Χίβα"	"फ़ातु हिवा"	"Fatu Hiva"	"Fatu Hiva"	"Fatu Hiva"	"ファトゥヒバ島"	"파투 히바"	"Fatu Hiva"	"Fatu Hiva"	"Fatu Hiva"	"Фату-Хива"	"Fatu Hiva"	"Fatu Hiva"	"Fatu Hiva"	"法圖伊瓦島"	"فاتو هیوا"	"פאטו היווא"	"Фату-Хіва"	"فاتو ہیوا"	"法圖伊瓦島"	-10.532421875	-138.690380859375	-10.4255859375	-138.624509130757
"Simushir"	NA	"سيموشير"	"সিমুশির"	"Simuschir"	"Simushir"	"Simushir"	"Simouchir"	"Σιμουσίρ"	"सिमुशिर"	"Simushir"	"Simushir"	"Simušir"	"新知島"	"시무시르 섬"	"Simoesjir"	"Simushir"	"Simushir"	"Симушир"	"Simushir"	"Simushir"	"Simushir"	"新知島"	"سیموشیر"	"האי סימושיר"	"Сімушир"	"سیموشر"	"新知島"	46.7871093749999	151.71533203125	47.1433766413836	152.2888671875
"Kunashir"	NA	"جزيرة كوناشير"	"কুনাশির"	"Kunaschir"	"Kunashir Island"	"Kunashir"	"Kounachir"	"Κουνασίρ"	"कुनाशीर"	"Kunashir"	"Kunashir"	"Kunashir"	"国後島"	"쿠나시르섬"	"Koenasjir"	"Kunaszyr"	"Kunashir"	"Кунашир"	"Kunashir"	"Kunaşir Adası"	"Kunashir"	"國後島"	"جزیره کوناشیری"	"קונשיר"	"Кунашир"	"جزیرہ کناشیر"	"國後島"	43.6645996093751	145.426171875	44.500146484375	146.567608865964
"Onekotan"	NA	"اونكوتان"	"ওনেকোতান"	"Onekotan"	"Onekotan"	"Onekotan"	"Onekotan"	"Ονεκοτάν"	"ओनेकोटन"	"Onekotan"	"Onekotan"	"Onekotan"	"温禰古丹島"	"오네코탄 섬"	"Onekotan"	"Onekotan"	"Onekotan"	"Онекотан"	"Onekotan"	"Onekotan"	"Đảo Onekotan"	"温祢古丹岛"	"اونکوتان"	"האי אונקוטן"	"Онекотан"	"اونیکوٹان"	"温祢古丹岛"	49.2677999172669	154.6109375	49.6469238281251	154.899609375
"Bering I."	NA	"جزيرة بيرينغ"	"বেরিং দ্বীপ"	"Beringinsel"	"Bering Island"	"Isla de Bering"	"île Béring"	"Νήσος Μπέρινγκ"	"बेरिंग द्वीप"	"Bering-sziget"	"Pulau Bering"	"Isola di Bering"	"ベーリング島"	"베링섬"	"Beringeiland"	"Wyspa Beringa"	"Ilha de Bering"	"Остров Беринга"	"Berings ö"	"Bering Adası"	"Đảo Bering"	"白令岛"	"جزیره برینگ"	"האי ברינג"	"Острів Беринга"	"بیرینگ I۔"	"白令岛"	54.6941222009789	165.75107421875	55.35146484375	166.648817668322
"Phuket I."	NA	"جزيرة فوكيت"	"ফুকেত আইল্যান্ড"	"Ko Phuket"	"Phuket"	"Phuket"	"île de Phuket"	"Νήσος Πουκέτ"	"फुकेट द्वीप"	"Phuket"	"Pulau Phuket"	"Phuket"	"プーケット島"	"푸껫섬"	"Phuket"	"Phuket"	"Phuket"	"Пхукет"	"Phuket"	"Puket Adası"	"Đảo Phuket"	"普吉岛"	"جزیره پهوکت"	"פוקט"	"Пхукет"	"فوکیٹ I."	"普吉岛"	7.77607421874995	98.2623046875001	8.16630859375005	98.4349609375001
"Isla Wellington"	NA	"جزيرة ويلينغتون"	"ইসলা ওয়েলিংটন"	"Wellington"	"Wellington Island"	"Isla Wellington"	"île Wellington"	"Ίσλα Ουέλλινγκτον"	"इस्ला वेलिंगटन"	"Isla Wellington"	"Pulau Wellington"	"isola Wellington"	"ウェリントン島"	"웰링턴섬"	"Wellington-eiland"	"Wellington"	"Ilha Wellington"	"Веллингтон"	"Isla Wellington"	"Isla Wellington"	"Đảo Wellington"	"惠靈頓島"	"جزیره ولینگتون"	"האי וולינגטון"	"Веллінгтон"	"ایسلا ویلنگٹن"	"惠靈頓島"	-50.01923828125	-75.46748046875	-48.7050781249999	-74.458837890625
"Darien Gap"	NA	"دارين جاب"	"দারিয়েন গ্যাপ"	"Tapón del Darién"	"Darien Gap"	"región del Darién"	"Région de Darién"	"Ντάριεν Γκαπ"	"डेरेन गैप"	"Panama-földhíd"	"Celah Darién"	"Darién"	"ダリエン地峡"	"다리엔 갭"	"Darién"	"Darién"	"Região de Darién"	"Дарьенский пробел"	"Darién-gapet"	"Darien Gap"	"Đảo Darien Gap"	"达连隘口"	"ناحیه دارین"	"שבר דריאן"	"Дар'єнський пропуск"	"ڈیرین گیپ"	"达连隘口"	7.61261627811912	-78.2088260120878	8.77423737186906	-77.1750382152288
"Santiago"	NA	"سان تياغو"	"সান্তিয়াগো"	"Santiago"	"Santiago"	"Isla de Santiago"	"Santiago"	"Σαντιάγο"	"सेंटियागो"	"Santiago"	"Santiago"	"Santiago"	"サンティアゴ島"	"산티아구섬"	"Santiago"	"Santiago"	"Ilha de Santiago"	"Сантьягу"	"Santiago"	"Santiago"	"Đảo Santiago"	"聖地牙哥島"	"سانتیاگو، کیپ ورد"	"סנטיאגו"	"Сантьягу"	"سانتیاگو، کیپ ورڈی"	"聖地牙哥島"	14.9161377484667	-23.785009765625	15.3285156250001	-23.4443830686619
"São Miguel"	NA	"جزيرة ساو ميغيل"	"সাঁউ মিগেল দ্বীপ"	"São Miguel"	"São Miguel Island"	"São Miguel"	"São Miguel"	"Σάο Μιγκέλ"	"साओ मिगुएल"	"São Miguel"	"Pulau São Miguel"	"São Miguel"	"サンミゲル島"	"상미겔섬"	"São Miguel"	"São Miguel"	"Ilha de São Miguel"	"Сан-Мигел"	"São Miguel"	"São Miguel Adası"	"Đảo São Miguel"	"聖米格爾島"	"جزیره سائو میگوئل"	"סאו מיגל"	"Сан-Мігел"	"ساؤ میگوئل"	"聖米格爾島"	37.7154384847341	-25.8478515625	37.9111328125	-25.18193359375
"Grande Comore"	NA	"القمر الكبرى"	"গ্রান্ডে কোমোর"	"Grande Comore"	"Grande Comore"	"Gran Comora"	"Grande Comore"	"Μεγάλη Κομόρα"	"ग्रैंडे कोमोर"	"Grande Comore"	"Komoro Besar"	"Grande Comore"	"グランドコモロ島"	"그랑드코모르섬"	"Grande Comore"	"Wielki Komor"	"Grande Comore"	"Нгазиджа"	"Grande Comore"	"Grande Comore"	"Grande Comore"	"大科摩罗岛"	"گرند کومور"	"גרנד קומורו"	"Великий Комор"	"قمر الکبری"	"大科摩罗岛"	-11.91455078125	43.2266601562501	-11.3684570312499	43.4911743247385
"Mauritius"	NA	"موريشيوس"	"মরিশাস"	"Mauritius"	"Mauritius Island"	"Isla de Mauricio"	"île Maurice"	"Μαυρίκιος"	"मॉरीशस"	"Mauritius"	"Mauritius"	"isola di Mauritius"	"モーリシャス島"	"모리셔스"	"Mauritius Eiland"	"Mauritius"	"Maurícia"	"Маврикий"	"Mauritius"	"Mauritius"	"Đảo Mauritius"	"毛里求斯主岛"	"موریس"	"מאברובו ורוסטוסה"	"Маврикій"	"ماریشیس"	"毛里求斯主岛"	-20.5131264468483	57.31767578125	-19.98994140625	57.7919728939002
"Nunivak I."	NA	"جزيرة يونيفاك"	"নুনিভাক আইল্যান্ড"	"Nunivak"	"Nunivak Island"	"Isla Nunivak"	"île Nunivak"	"Νήσος Νούνιβακ"	"नुनिवाक द्वीप"	"Nunivak-sziget"	"Pulau Nunivak"	"Nunivak"	"ヌニバク島"	"누니박 아일랜드"	"Nunivak Island"	"Nunivak"	"Ilha Nunivak"	"Нунивак"	"Nunivak Island"	"Nunivak Adası"	"Đảo Nunivak"	"努尼瓦克岛"	"جزیره نونیواک"	"האי נוניבק"	"Нунівак"	"جزیرہ نونیواک"	"努尼瓦克岛"	59.8361270203065	-167.405447837421	60.39585232959	-165.604382400875
"St. Lawrence I."	NA	"جزيرة سانت لورانس"	"সেন্ট লরেন্স আইল্যান্ড"	"Sankt-Lorenz-Insel"	"St. Lawrence Island"	"Isla San Lorenzo"	"île Saint-Laurent"	"Σεντ Λόρενς"	"सेंट लॉरेंस द्वीप"	"St. Lawrence I."	"Pulau St. Lawrence"	"Isola di San Lorenzo"	"セントローレンス島"	"세인트로렌스섬"	"St. Lawrence"	"Wyspa Świętego Wawrzyńca"	"Ilha de São Lourenço"	"Остров Святого Лаврентия"	"St. Lawrence Island"	"St. Lawrence Adası"	"Đảo St. Lawrence"	"聖勞倫斯島"	"جزیره سنت لارنس"	"האי סנט לורנס"	"Острів Святого Лаврентія"	"جزیرہ سینٹ لارنس"	"聖勞倫斯島"	62.9578936032699	-171.818605784409	63.7270019531251	-168.725126607511
"Prince Charles I."	NA	"جزيرة الأمير تشارلز"	"প্রিন্স চার্লস আইল্যান্ড"	"Prince Charles Island"	"Prince Charles Island"	"Isla del Príncipe Carlos"	"île Prince-Charles"	"Νήσος Πρίγκηπα Καρόλου"	"प्रिंस चार्ल्स द्वीप"	"Prince Charles-sziget"	"Pulau Prince Charles"	"isola del Principe Carlo"	"プリンスチャールズ島"	"프린스 찰스 I."	"Prins Charleseiland"	"Wyspa Księcia Karola"	"Ilha do Príncipe Carlos"	"Принс-Чарльз"	"Prince Charles Island"	"Prens Charles Adası"	"Đảo Prince Charles"	"查爾斯王子島"	"جزیره پرینس چارلز"	"אי הנסיך צ'ארלס"	"Прінс-Чарлз"	"پرنس چارلس I."	"查爾斯王子島"	67.2450625671816	-77.2950155998477	68.3223941101503	-75.0715898375744
"î. d’Anticosti"	NA	"جزيرة أنتيكوستي"	"আই. ডি'অ্যান্টিকস্তি"	"Anticosti"	"Anticosti Island"	"Isla de Anticosti"	"île d'Anticosti"	"Αντικόστι"	"द्वीप डी'एंटिकोस्टि"	"d’Anticosti-sziget"	"Pulau Anticosti"	"isola d'Anticosti"	"アンティコスティ島"	"앙티코스티섬"	"Anticosti"	"Anticosti"	"Ilha Anticosti"	"Антикости"	"Anticostiön"	"î. d’Anticosti"	"Đảo d’Anticosti"	"安蒂科斯蒂島"	"جزیره آنتیکاستی"	"אנטיקוסטי"	"Антикості"	"i. ڈی انٹی کوسٹی"	"安蒂科斯蒂島"	49.0800833048062	-64.4835682829237	49.944384765625	-61.7034953614742
"Sea Islands"	NA	"جزر البحر"	"সী আইল্যান্ড"	"Sea Islands"	"Sea Islands"	"Sea Islands"	"Sea Islands"	"Θαλάσσιοι Νήσοι"	"समुद्री द्वीप"	"Sea Islands-part"	"Sea Islands"	"Sea Islands"	"シー諸島"	"씨 아일랜즈"	"Sea Islands"	"Sea Islands"	"Sea Islands"	"гора Скотт"	"Sea Islands"	"Deniz Adaları"	"Bờ biển Sea Islands"	"喬治亞海群島"	"جزایر سی"	"חוף איי ים"	"Сі-Айлендс"	"سی جزائر"	"喬治亞海群島"	30.4860903992129	-81.5626724925725	33.4382388367128	-79.1325577464787
"Witwatersrand"	NA	"ويتووترسراند"	"উইটওয়াটার স্যান্ড"	"Witwatersrand"	"Witwatersrand"	"Witwatersrand"	"Witwatersrand"	"Βιτβάτερσραντ"	"विटवाटरसैंड"	"Witwatersrand"	"Witwatersrand"	"Witwatersrand"	"ウィットウォーターズランド"	"비트바테르스란트"	"Witwatersrand"	"Witwatersrand"	"Witwatersrand"	"Витватерсранд"	"Witwatersrand"	"Witwatersrand"	"Witwatersrand"	"威特沃特斯兰德"	"ویتواترسراند"	"ויטוואטרסרנד"	"Вітватерсранд"	"وٹواٹرسرینڈ"	"威特沃特斯兰德"	-26.8870175109434	24.7494002613337	-24.4727108703184	28.8967391285212
"Jabal bin Ghunaymah"	NA	"جبل بن غنيمة"	"জাবাল বিন ঘুনেমাহ"	"Jabal bin Ghunaymah"	"Jabal Bin Ghunaymah"	"Jabal bin Ghunaymah"	"Jabal Bin Ghunaymah"	"Τζαμπάλ μπιν Γκουναϊμά"	"जबल बिन घुनैमाह"	"Jabal bin-Ghunaymah"	"Jabal bin Ghunaymah"	"Jabal bin Ghunaymah"	"ジャバル・ビン・グナイマー"	"자발 빈 구나이마"	"Jabal bin Ghunaymah"	"Jabal bin Ghunaymah"	"Jabal bin Ghunaymah"	"плато Джебель-бин-Гунайма"	"Jabal Bin Ghunaymah"	"Jabal bin Ghunaymah"	"Dãy Jabal bin Ghunaymah"	"古奈马山"	"جبل بن غنیمه"	"ג'בל בין ג'וניימה"	"Джабаль-бін-Гунаймах"	"جبل بن غنیمہ"	"古奈馬山"	21.9087588562441	13.2465926441463	26.3405215515565	17.2285262378962
"Wasatch Range"	NA	"سلسلة جبال واساتش"	"ওয়াসটাচ রেঞ্জ"	"Wasatchkette"	"Wasatch Range"	"Cordillera Wasatch"	"chaîne Wasatch"	"Οροσειρά Γουάσατς"	"वाशेच रेंज"	"Wasatch-hegység"	"Pegunungan Wasatch"	"Monti Wasatch"	"ワサッチ山脈"	"와사치 레인지"	"Wasatch Mountains"	"Wasatch"	"Cordilheira Wasatch"	"Уосатч"	"Wasatch Mountains"	"Wasatch Sıradağı"	"Dãy Wasatch"	"瓦薩奇山脈"	"رشته کوه واساچ"	"רכס ווסאץ'"	"хребет Васатч"	"واساچ رینج"	"瓦薩奇山脈"	39.2653872742128	-111.993885871479	42.6520449890566	-110.941883918354
"Lebombo Mts."	NA	"جبال ليمبوبو"	"লেবোম্বো মাউন্টেন"	"Lebomboberge"	"Lebombo Mountains"	"Cordillera Lebombo"	"Monts Lebombo"	"Όρος Λεμπόμπο"	"लेबोम्बो पर्वत"	"Lebombo-hegység"	"Pegunungan Lebombo"	"Monti Lebombo"	"レボンボマウンテンズ"	"레봄보 마운틴스"	"Lebombobergen"	"Lebombo"	"Montes Libombos"	"горы Лебомбо"	"Lebombobergen"	"Lebombo Dağları"	"Dãy Lebombo"	"萊邦博山"	"کوه های لبومو"	"רכס לבומבו"	"Гори Лубомбо"	"سلسلہ لوہ لیبومبو"	"萊邦博山"	-27.7932675109435	31.7277938160212	-23.4276669250059	32.3494979175837
"Ruwenzori Range"	NA	"سلسلة جبال رونزوري"	"রুয়েঞ্জোরি রেঞ্জ"	"Ruwenzori-Gebirge"	"Rwenzori Mountains"	"Montañas Rwenzori"	"Chaîne du Rwenzori"	"Οροσειρά Ρουβενζόρι"	"रुवेंज़ोरी रेंज"	"Ruwenzori-hegység"	"Pegunungan Ruwenzori"	"Ruwenzori"	"ルウェンゾリ山地"	"루웬조리 레인지"	"Rwenzori-gebergte"	"Pasmo Ruwenzori"	"Montes Ruwenzori"	"массив Рувензо́ри"	"Ruwenzori Range"	"Ruwenzori Sıradağı"	"Dãy Ruwenzori"	"鲁文佐里山脉"	"رشته کوه روونزوری"	"רכס רוונזורי"	"хребет Рувензорі"	"روینزوری رینج"	"魯文佐里山脈"	-0.0737240539121444	29.6728621753963	1.17865631718162	30.4533797535212
"Moyen Atlas"	NA	"الأطلس المتوسط"	"মোয়েন অ্যাটলাস"	"Mittlerer Atlas"	"Moyen Atlas"	"Atlas Medio"	"Moyen Atlas"	"Μογιέν Ατλάς"	"मोयेन एटलस"	"Moyen Atlas"	"Moyen Atlas"	"Medio Atlante"	"中央アトラス"	"모옌 아틀라스"	"Midden-Atlas"	"Atlas Średni"	"Atlas Médio"	"Средний Атлас"	"Moyen Atlas"	"Moyen Atlas"	"Dãy Moyen Atlas"	"中阿特拉斯山脈"	"اطلس میانی"	"אזור הרי האטלס התיכון"	"Середній Атлас"	"موین ایٹلس"	"中阿特拉斯山脈"	32.7566592468691	-5.67113196522871	34.2978579773379	-3.40892493397871
"Loma Mts."	NA	"جبال لوما"	"লোমা মাউন্টেন"	"Loma Mountains"	"Loma Mountains"	"Montañas de Loma"	"Monts Loma"	"Όρος Λόμα"	"लोमा पर्वत"	"Loma-hegység"	"Pegunungan Loma"	"Monti Loma"	"ロマ山地"	"로마 마운틴스"	"Loma Mountains"	"Loma"	"Montanhas Loma"	"горы Лома"	"Loma Mountains"	"Loma Dağları"	"Dãy Loma"	"洛馬山脈"	"کوهستان لوما"	"רכס לומה"	"гори Лома"	"لوما پہاڑ"	"洛馬山脈"	7.95197174686906	-11.8755997386663	9.52625153202536	-10.1160782542913
